,EpochLoss
0,12.728087902069092
1,12.151814460754395
2,11.60428524017334
3,11.079991340637207
4,10.577812671661377
5,10.09718942642212
6,9.636765480041504
7,9.195682048797607
8,8.772650718688965
9,8.36576223373413
10,7.973470211029053
11,7.593716144561768
12,7.2239367961883545
13,6.861610174179077
14,6.503821134567261
15,6.147712707519531
16,5.790038108825684
17,5.427160978317261
18,5.056079387664795
19,4.6744725704193115
20,4.279321908950806
21,3.8706438541412354
22,3.4492045640945435
23,3.018522620201111
24,2.5855672359466553
25,2.1599762439727783
26,1.7538664937019348
27,1.3803496360778809
28,1.0515328645706177
29,0.7755154669284821
30,0.5553249716758728
31,0.3882115036249161
32,0.2671901658177376
33,0.18287771940231323
34,0.1258876472711563
35,0.08816380798816681
36,0.06346921250224113
37,0.0473514050245285
38,0.03676779754459858
39,0.02975303679704666
40,0.024989353492856026
41,0.021711546927690506
42,0.019382799044251442
43,0.017711607739329338
44,0.016444087959825993
45,0.01549512566998601
46,0.014756373129785061
47,0.014160186052322388
48,0.013666356448084116
49,0.013268284499645233
50,0.012908744160085917
51,0.01261473773047328
52,0.012358378618955612
53,0.012118272483348846
54,0.01191319152712822
55,0.01173724140971899
56,0.011558746919035912
57,0.01140359090641141
58,0.011254759971052408
59,0.011126110795885324
60,0.01099953381344676
61,0.010877201799303293
62,0.010761917568743229
63,0.010661215987056494
64,0.01054720813408494
65,0.010449644643813372
66,0.010356890503317118
67,0.010265654418617487
68,0.010170910973101854
69,0.010079722851514816
70,0.010001429822295904
71,0.00991613045334816
72,0.009834310505539179
73,0.009752091951668262
74,0.009678933303803205
75,0.009599442593753338
76,0.00952671468257904
77,0.009450880344957113
78,0.00938055431470275
79,0.009308583103120327
80,0.009239086415618658
81,0.009168163873255253
82,0.00910218246281147
83,0.00903466111049056
84,0.008965544868260622
85,0.008904493413865566
86,0.008843135554343462
87,0.008769894950091839
88,0.00871257670223713
89,0.00865023722872138
90,0.00858495244756341
91,0.00852821720764041
92,0.008468796964734793
93,0.008412722032517195
94,0.008360153995454311
95,0.008297205902636051
96,0.008237597066909075
97,0.008184464182704687
98,0.008124918211251497
99,0.00806864770129323
100,0.008015638682991266
101,0.007963257376104593
102,0.007905205944553018
103,0.007857694523409009
104,0.007807913469150662
105,0.0077540532220155
106,0.0076993294060230255
107,0.007644282421097159
108,0.007602541008964181
109,0.007547946181148291
110,0.007501846645027399
111,0.0074467784725129604
112,0.0074027718510478735
113,0.007351680425927043
114,0.007307219319045544
115,0.007258470868691802
116,0.0072109627071768045
117,0.007165105314925313
118,0.0071216479409486055
119,0.0070718200877308846
120,0.0070256025064736605
121,0.006983102299273014
122,0.006934082601219416
123,0.006896762643009424
124,0.006853785831481218
125,0.006806427147239447
126,0.006765252444893122
127,0.006720795063301921
128,0.006680887890979648
129,0.006637001875787973
130,0.006592947291210294
131,0.0065534585155546665
132,0.006515616551041603
133,0.00647263671271503
134,0.006432378198951483
135,0.0063899599481374025
136,0.006353240227326751
137,0.006316008977591991
138,0.006277073407545686
139,0.006240200251340866
140,0.00619719666428864
141,0.006162729812785983
142,0.00612087151966989
143,0.006087362300604582
144,0.006048790877684951
145,0.006009565899148583
146,0.005975513719022274
147,0.005939446855336428
148,0.005901890341192484
149,0.0058652006555348635
150,0.005832624156028032
151,0.005793026415631175
152,0.00576171325519681
153,0.0057258098386228085
154,0.005690794438123703
155,0.005656056804582477
156,0.005625269841402769
157,0.005591836525127292
158,0.005560127552598715
159,0.005525675835087895
160,0.0054929014295339584
161,0.005460203858092427
162,0.005433151265606284
163,0.005400568712502718
164,0.005365258082747459
165,0.005332582863047719
166,0.005300425225868821
167,0.0052713986951857805
168,0.005239910213276744
169,0.005210362141951919
170,0.005181163316592574
171,0.005150504177436233
172,0.005119962617754936
173,0.005092511884868145
174,0.005061026429757476
175,0.005029466236010194
176,0.00500410795211792
177,0.004976577358320355
178,0.004944938467815518
179,0.004920924548059702
180,0.004888953175395727
181,0.004866962553933263
182,0.004838596330955625
183,0.004812448285520077
184,0.004785353085026145
185,0.004759074188768864
186,0.004731648368760943
187,0.004709449363872409
188,0.004682541359215975
189,0.004656410310417414
190,0.004629366099834442
191,0.004605033667758107
192,0.004581016255542636
193,0.004554852843284607
194,0.0045349448919296265
195,0.0045093935914337635
196,0.004486612975597382
197,0.00446095340885222
198,0.004438257776200771
199,0.004413261776790023
200,0.004392389906570315
201,0.004366641631349921
202,0.004347193520516157
203,0.004322676453739405
204,0.004302795510739088
205,0.0042816647328436375
206,0.004258696222677827
207,0.004240048583596945
208,0.004215234890580177
209,0.004199232207611203
210,0.00417572446167469
211,0.004156829323619604
212,0.004138384945690632
213,0.004114922601729631
214,0.004097610246390104
215,0.004077497171238065
216,0.004055309807881713
217,0.004037313396111131
218,0.004015769227407873
219,0.003998908214271069
220,0.003981656860560179
221,0.003961553331464529
222,0.003943458199501038
223,0.003924626391381025
224,0.003908370854333043
225,0.003890760475769639
226,0.0038729775696992874
227,0.003853905014693737
228,0.0038376811426132917
229,0.0038195931119844317
230,0.003804235369898379
231,0.0037854898255318403
232,0.003768488415516913
233,0.0037527751410380006
234,0.0037386651383712888
235,0.0037205538246780634
236,0.0037051992258057
237,0.0036909778136759996
238,0.003673900617286563
239,0.003657727036625147
240,0.003642963827587664
241,0.003627140773460269
242,0.003612767322920263
243,0.0035988737363368273
244,0.00358224892988801
245,0.003568030777387321
246,0.0035529830493032932
247,0.0035391076235100627
248,0.003525923006236553
249,0.0035098649095743895
250,0.003498249570839107
251,0.003482499741949141
252,0.003469972056336701
253,0.0034562041983008385
254,0.003440983360633254
255,0.0034283576533198357
256,0.003416035557165742
257,0.0034015588462352753
258,0.003388992859981954
259,0.0033752989256754518
260,0.003363358904607594
261,0.0033518008422106504
262,0.003336710389703512
263,0.003327603219076991
264,0.0033140024170279503
265,0.0033010762417688966
266,0.0032903689425438643
267,0.003277753363363445
268,0.0032663876190781593
269,0.0032560876570641994
270,0.003243599319830537
271,0.003231861279346049
272,0.0032204025192186236
273,0.003209487651474774
274,0.003199003520421684
275,0.00318562681786716
276,0.0031758936820551753
277,0.0031647448195144534
278,0.003153484663926065
279,0.0031451487448066473
280,0.0031339353881776333
281,0.0031234913039952517
282,0.0031120681669563055
283,0.0030999734299257398
284,0.0030919493874534965
285,0.003080482711084187
286,0.003071908373385668
287,0.0030600439058616757
288,0.003052034880965948
289,0.0030376670183613896
290,0.0030311933951452374
291,0.0030218068277463317
292,0.003010087413713336
293,0.0030022620921954513
294,0.0029901217203587294
295,0.0029819835908710957
296,0.002973981434479356
297,0.002964743645861745
298,0.0029555581277236342
299,0.0029442441882565618
